transaction_id,reconciliation_status,matched_payout_id,reconciliation_date,last_reviewed,notes
TXN0000462,Reconciled,PO0011928,2023-02-18,2023-03-27,
TXN0000463,Unreconciled,,,,
TXN0000464,Pending Reconciliation,,,2025-03-22,Missing supporting documents
TXN0000465,Reconciled,PO0073233,2025-04-12,2024-08-12,
TXN0000466,Reconciled,,2023-08-10,2024-05-16,
TXN0000467,Reconciled,PO0045284,2024-06-13,2024-06-06,
TXN0000468,Pending Reconciliation,,,2023-12-20,Missing supporting documents
TXN0000469,Pending Reconciliation,,,,Amount mismatch
TXN0000470,Reconciled,PO0095212,2025-01-15,2025-02-04,
TXN0000471,Unreconciled,,,2024-08-04,Missing supporting documents
TXN0000472,Reconciled,,2024-04-06,2024-04-18,
TXN0000473,Reconciled,,2025-09-12,2023-08-17,
TXN0000474,Reconciled,,2025-08-12,2025-01-29,
TXN0000475,Reconciled,,2023-07-21,2023-11-22,
TXN0000476,Pending Reconciliation,,,2024-05-31,Missing supporting documents
TXN0000477,Partially Reconciled,PO0098607,2024-04-28,2023-06-25,
TXN0000478,Partially Reconciled,,2025-06-18,2023-06-19,
TXN0000479,Partially Reconciled,,2025-09-30,,
TXN0000480,Reconciled,PO0086506,2024-02-20,2025-08-19,
TXN0000481,Partially Reconciled,,2024-11-03,,
TXN0000482,Unreconciled,,,2024-03-02,Awaiting vendor documentation
TXN0000483,Partially Reconciled,PO0055211,2024-02-27,2023-08-14,
TXN0000484,Reconciled,PO0028539,2025-10-09,,
TXN0000485,Reconciled,PO0060504,2023-10-14,,
TXN0000486,Partially Reconciled,PO0088913,2023-10-12,,
TXN0000487,Reconciled,PO0099360,2023-10-22,2025-12-18,
TXN0000488,Partially Reconciled,PO0009713,2024-12-29,,
TXN0000489,Unreconciled,,,2024-12-24,Pending bank confirmation
TXN0000490,Unreconciled,,,2024-08-19,Missing supporting documents
TXN0000491,Partially Reconciled,PO0053186,2025-11-12,,
TXN0000492,Reconciled,PO0079002,2025-05-04,2023-08-06,
TXN0000493,Partially Reconciled,,2023-12-05,2023-07-22,
TXN0000494,Partially Reconciled,PO0057720,2025-11-03,2023-04-15,
TXN0000495,Pending Reconciliation,,,,Amount mismatch
TXN0000496,Reconciled,PO0068457,2025-01-21,2025-08-10,
TXN0000497,Reconciled,PO0068908,2025-05-08,2023-11-03,
TXN0000498,Pending Reconciliation,,,2023-02-04,Amount mismatch
TXN0000499,Reconciled,PO0021898,2024-09-19,,
TXN0000500,Unreconciled,,,,Pending bank confirmation
TXN0000501,Reconciled,,2024-08-29,,
TXN0000502,Partially Reconciled,PO0081112,2023-02-11,,
TXN0000503,Pending Reconciliation,,,2023-03-01,Awaiting vendor documentation
TXN0000504,Unreconciled,,,2024-04-13,Pending bank confirmation
TXN0000505,Reconciled,PO0062139,2023-08-27,2024-04-01,
TXN0000506,Unreconciled,,,2024-04-15,
TXN0000507,Pending Reconciliation,,,2024-05-12,
TXN0000508,Reconciled,,2023-06-02,2024-10-17,
TXN0000509,Reconciled,,2023-07-04,2023-01-25,
TXN0000510,Unreconciled,,,,Amount mismatch
TXN0000511,Partially Reconciled,PO0043618,2024-07-04,,
TXN0000512,Unreconciled,,,2024-03-21,
TXN0000513,Reconciled,,2025-12-29,,
TXN0000514,Partially Reconciled,,2023-03-17,,
TXN0000515,Pending Reconciliation,,,2024-01-11,
TXN0000516,Reconciled,,2024-10-26,,
TXN0000517,Partially Reconciled,,2025-11-14,2023-09-21,
TXN0000518,Pending Reconciliation,,,2025-12-17,Amount mismatch
TXN0000519,Partially Reconciled,,2025-04-26,2025-01-14,
TXN0000520,Reconciled,PO0002199,2024-05-21,,
TXN0000521,Reconciled,PO0077000,2023-04-23,2025-09-03,
TXN0000522,Pending Reconciliation,,,2023-11-02,
TXN0000523,Partially Reconciled,PO0058742,2023-06-20,2023-02-17,
TXN0000524,Partially Reconciled,PO0027781,2025-08-17,2024-09-03,
TXN0000525,Partially Reconciled,,2024-09-01,2024-08-14,
TXN0000526,Pending Reconciliation,,,2024-02-04,Missing supporting documents
TXN0000527,Reconciled,PO0044537,2024-03-18,2024-12-11,
TXN0000528,Partially Reconciled,PO0065174,2024-10-22,2023-01-01,
TXN0000529,Unreconciled,,,2023-05-19,Pending bank confirmation
TXN0000530,Partially Reconciled,PO0080512,2024-11-12,2023-05-13,
TXN0000531,Partially Reconciled,,2025-04-11,,
TXN0000532,Reconciled,PO0067835,2023-02-15,,
TXN0000533,Partially Reconciled,PO0036892,2024-05-30,,
TXN0000534,Reconciled,PO0027926,2024-10-23,2024-06-18,
TXN0000535,Partially Reconciled,,2025-09-30,,
TXN0000536,Reconciled,PO0027948,2024-07-08,,
TXN0000537,Reconciled,PO0011923,2023-07-22,,
TXN0000538,Partially Reconciled,PO0092346,2025-11-05,2025-05-29,
TXN0000539,Reconciled,PO0098472,2023-09-16,2024-07-04,
TXN0000540,Reconciled,PO0089101,2023-07-22,,
TXN0000541,Reconciled,,2023-12-17,2025-09-16,
TXN0000542,Partially Reconciled,PO0077179,2025-11-28,2024-09-09,
TXN0000543,Reconciled,,2023-06-01,,
TXN0000544,Unreconciled,,,,Amount mismatch
TXN0000545,Reconciled,,2023-01-21,2024-08-18,
TXN0000546,Reconciled,PO0072208,2024-08-27,,
TXN0000547,Partially Reconciled,PO0056658,2023-08-02,,
TXN0000548,Unreconciled,,,2023-06-27,Amount mismatch
TXN0000549,Reconciled,PO0035997,2023-06-16,2025-05-14,
TXN0000550,Reconciled,,2024-04-01,2023-05-07,
TXN0000551,Pending Reconciliation,,,,
TXN0000552,Reconciled,,2024-06-24,2023-06-23,
TXN0000553,Partially Reconciled,PO0059318,2023-10-23,2025-03-14,
TXN0000554,Reconciled,PO0026979,2024-03-05,,
TXN0000555,Partially Reconciled,,2023-09-01,2023-09-23,
TXN0000556,Partially Reconciled,,2024-05-31,2025-10-13,
TXN0000557,Unreconciled,,,2024-01-16,Missing supporting documents
TXN0000558,Partially Reconciled,PO0085369,2023-06-15,2023-08-13,
TXN0000559,Pending Reconciliation,,,2024-01-03,Missing supporting documents
TXN0000560,Reconciled,PO0051616,2025-09-10,2024-09-26,
TXN0000561,Reconciled,PO0049019,2024-10-31,,
TXN0000562,Reconciled,PO0040289,2024-06-23,,
TXN0000563,Reconciled,,2024-09-30,2024-09-13,
TXN0000564,Pending Reconciliation,,,2025-06-24,Missing supporting documents
TXN0000565,Partially Reconciled,PO0063461,2023-12-10,2025-11-12,
TXN0000566,Reconciled,,2024-09-15,,
TXN0000567,Partially Reconciled,PO0066927,2024-03-17,2025-03-01,
TXN0000568,Pending Reconciliation,,,2023-01-08,Missing supporting documents
TXN0000569,Reconciled,PO0059559,2025-04-20,2025-09-26,
TXN0000570,Reconciled,,2025-02-10,,
TXN0000571,Reconciled,PO0031195,2025-01-29,2023-10-10,
TXN0000572,Reconciled,PO0038519,2024-10-16,,
TXN0000573,Reconciled,PO0062086,2024-03-20,2024-08-09,
TXN0000574,Partially Reconciled,,2024-01-02,2025-05-27,
TXN0000575,Reconciled,,2023-03-19,,
TXN0000576,Unreconciled,,,2023-01-04,Missing supporting documents
TXN0000577,Unreconciled,,,,Pending bank confirmation
TXN0000578,Reconciled,PO0021090,2024-01-17,,
TXN0000579,Reconciled,PO0052729,2025-03-02,2023-10-24,
TXN0000580,Reconciled,PO0066623,2025-09-21,2023-10-05,
TXN0000581,Unreconciled,,,2024-10-14,Awaiting vendor documentation
TXN0000582,Reconciled,,2023-06-29,2023-10-30,
TXN0000583,Reconciled,PO0026552,2024-12-22,2023-06-28,
TXN0000584,Reconciled,PO0002146,2024-07-08,,
TXN0000585,Unreconciled,,,2024-10-28,Pending bank confirmation
TXN0000586,Unreconciled,,,,Pending bank confirmation
TXN0000587,Reconciled,PO0020598,2024-10-29,2024-02-27,
TXN0000588,Unreconciled,,,2025-03-17,
TXN0000589,Reconciled,PO0076638,2023-04-09,2025-09-30,
TXN0000590,Reconciled,PO0033355,2023-10-26,,
TXN0000591,Reconciled,,2025-09-12,,
TXN0000592,Unreconciled,,,2024-11-27,Awaiting vendor documentation
TXN0000593,Unreconciled,,,2023-03-14,
TXN0000594,Reconciled,PO0025536,2025-01-16,2023-03-19,
TXN0000595,Reconciled,PO0093658,2024-12-21,,
TXN0000596,Reconciled,,2023-08-20,2024-11-02,
TXN0000597,Unreconciled,,,2025-10-02,Amount mismatch
TXN0000598,Partially Reconciled,PO0028801,2023-07-30,2024-07-02,
TXN0000599,Partially Reconciled,PO0051627,2024-07-12,2023-02-14,
TXN0000600,Reconciled,PO0092922,2024-06-13,2024-04-21,
TXN0000601,Reconciled,PO0055523,2024-05-13,2024-09-12,
TXN0000602,Pending Reconciliation,,,,Awaiting vendor documentation
TXN0000603,Reconciled,PO0071987,2023-10-21,2024-07-05,
TXN0000604,Partially Reconciled,,2025-04-15,2025-01-17,
TXN0000605,Reconciled,PO0052296,2025-02-24,,
TXN0000606,Reconciled,,2025-10-30,2025-06-18,
TXN0000607,Reconciled,PO0060454,2024-07-25,2025-10-11,
TXN0000608,Partially Reconciled,,2023-06-28,,
TXN0000609,Partially Reconciled,PO0016667,2024-10-08,2025-06-09,
TXN0000610,Reconciled,PO0092288,2023-07-04,2025-01-03,
TXN0000611,Reconciled,PO0031817,2023-05-03,,
TXN0000612,Reconciled,PO0031031,2023-07-29,2025-04-04,
TXN0000613,Reconciled,,2024-07-23,2024-05-30,
TXN0000614,Partially Reconciled,PO0051244,2025-11-04,2025-09-01,
TXN0000615,Partially Reconciled,PO0048867,2024-09-26,,
TXN0000616,Reconciled,,2025-03-22,2023-05-12,
TXN0000617,Pending Reconciliation,,,2023-08-08,Awaiting vendor documentation
TXN0000618,Partially Reconciled,PO0052966,2024-05-09,2025-12-29,
TXN0000619,Partially Reconciled,PO0021952,2025-04-10,2025-11-06,
TXN0000620,Reconciled,,2023-08-25,,
TXN0000621,Reconciled,PO0036172,2025-10-04,,
TXN0000622,Partially Reconciled,PO0065767,2023-07-30,,
TXN0000623,Partially Reconciled,,2023-08-26,,
TXN0000624,Pending Reconciliation,,,,Missing supporting documents
TXN0000625,Partially Reconciled,,2024-04-08,,
TXN0000626,Reconciled,PO0064906,2025-02-23,2024-03-09,
TXN0000627,Reconciled,,2023-09-11,,
TXN0000628,Partially Reconciled,PO0026867,2024-01-25,,
TXN0000629,Reconciled,PO0070559,2024-11-27,,
TXN0000630,Reconciled,PO0087986,2025-02-28,2025-11-19,
TXN0000631,Reconciled,PO0040227,2023-12-03,,
TXN0000632,Reconciled,PO0072057,2023-01-25,,
TXN0000633,Pending Reconciliation,,,2024-07-07,
TXN0000634,Reconciled,,2024-03-14,2023-10-23,
TXN0000635,Reconciled,,2023-07-24,2024-06-12,
TXN0000636,Reconciled,,2024-07-19,,
TXN0000637,Reconciled,,2023-08-02,2024-03-03,
TXN0000638,Partially Reconciled,PO0032184,2024-07-31,2025-11-22,
TXN0000639,Partially Reconciled,PO0088538,2023-02-26,2025-10-13,
TXN0000640,Partially Reconciled,PO0001670,2023-11-10,,
TXN0000641,Pending Reconciliation,,,,Pending bank confirmation
TXN0000642,Unreconciled,,,,
TXN0000643,Partially Reconciled,,2024-04-03,,
TXN0000644,Pending Reconciliation,,,,Awaiting vendor documentation
TXN0000645,Pending Reconciliation,,,,Missing supporting documents
TXN0000646,Partially Reconciled,,2025-12-04,,
TXN0000647,Reconciled,PO0006593,2023-01-07,2024-05-21,
TXN0000648,Pending Reconciliation,,,2023-01-06,Amount mismatch
TXN0000649,Partially Reconciled,,2025-05-09,,
TXN0000650,Unreconciled,,,2025-02-13,
TXN0000651,Reconciled,,2023-08-20,2024-02-14,
TXN0000652,Partially Reconciled,,2025-05-14,,
TXN0000653,Reconciled,PO0053472,2025-11-28,,
TXN0000654,Partially Reconciled,PO0025822,2023-06-19,,
TXN0000655,Unreconciled,,,,
TXN0000656,Partially Reconciled,,2023-03-15,,
TXN0000657,Reconciled,PO0035359,2025-01-02,2024-11-07,
TXN0000658,Reconciled,,2023-07-23,,
TXN0000659,Partially Reconciled,,2023-10-01,2025-12-02,
TXN0000660,Reconciled,,2025-07-12,2025-05-09,
TXN0000661,Reconciled,,2025-05-30,2024-09-25,
TXN0000662,Unreconciled,,,2023-03-20,Amount mismatch
TXN0000663,Reconciled,,2025-03-29,2025-04-03,
TXN0000664,Reconciled,PO0093351,2023-07-24,2025-07-22,
TXN0000665,Reconciled,,2024-05-12,2023-02-05,
TXN0000666,Pending Reconciliation,,,2024-03-28,Pending bank confirmation
TXN0000667,Reconciled,,2025-11-20,,
TXN0000668,Partially Reconciled,PO0000263,2024-04-25,,
TXN0000669,Reconciled,,2024-06-25,,
TXN0000670,Unreconciled,,,2025-10-03,Pending bank confirmation
TXN0000671,Partially Reconciled,,2025-09-10,2023-07-18,
TXN0000672,Reconciled,,2024-12-10,,
TXN0000673,Reconciled,PO0003320,2024-10-03,2024-11-09,
TXN0000674,Unreconciled,,,2025-01-09,Awaiting vendor documentation
TXN0000675,Reconciled,PO0095558,2025-02-21,,
TXN0000676,Partially Reconciled,PO0070700,2023-09-04,2023-05-28,
TXN0000677,Partially Reconciled,PO0030675,2023-10-06,,
TXN0000678,Unreconciled,,,,
TXN0000679,Pending Reconciliation,,,2023-04-08,Awaiting vendor documentation
TXN0000680,Reconciled,PO0042754,2023-03-18,2023-11-12,
TXN0000681,Reconciled,PO0069002,2025-12-01,,
TXN0000682,Unreconciled,,,,Pending bank confirmation
TXN0000683,Partially Reconciled,,2025-01-10,,
TXN0000684,Reconciled,,2023-09-28,,
TXN0000685,Unreconciled,,,2024-09-18,Awaiting vendor documentation
TXN0000686,Reconciled,PO0032456,2023-01-05,2024-04-19,
TXN0000687,Reconciled,PO0071637,2025-11-30,2025-12-08,
TXN0000688,Reconciled,,2023-01-20,2025-08-23,
TXN0000689,Reconciled,,2025-10-20,2023-10-11,
TXN0000690,Reconciled,PO0048068,2025-07-04,2023-08-24,
TXN0000691,Pending Reconciliation,,,,
TXN0000692,Reconciled,,2023-10-27,2025-05-27,
TXN0000693,Reconciled,,2023-07-02,,
TXN0000694,Reconciled,PO0046864,2024-01-04,2023-09-18,
TXN0000695,Reconciled,,2025-04-10,,
TXN0000696,Reconciled,,2024-03-20,2023-03-20,
TXN0000697,Unreconciled,,,2025-07-16,Missing supporting documents
TXN0000698,Partially Reconciled,PO0061502,2025-09-05,2023-07-26,
TXN0000699,Partially Reconciled,,2024-09-29,2024-09-12,
TXN0000700,Pending Reconciliation,,,,Awaiting vendor documentation
TXN0000701,Reconciled,,2024-04-20,2025-03-12,
TXN0000702,Pending Reconciliation,,,,Missing supporting documents
TXN0000703,Pending Reconciliation,,,,Amount mismatch
TXN0000704,Reconciled,PO0048497,2025-12-04,,
TXN0000705,Reconciled,PO0096807,2025-06-01,,
TXN0000706,Reconciled,PO0000324,2023-01-08,,
TXN0000707,Pending Reconciliation,,,,Awaiting vendor documentation
TXN0000708,Reconciled,,2024-05-15,2025-04-03,
TXN0000709,Unreconciled,,,2023-08-07,
TXN0000710,Partially Reconciled,PO0020405,2024-12-22,,
TXN0000711,Reconciled,PO0025741,2023-09-10,2024-01-16,
TXN0000712,Reconciled,PO0043104,2025-08-08,2024-12-12,
TXN0000713,Reconciled,,2024-01-24,2025-06-29,
TXN0000714,Partially Reconciled,PO0068194,2025-10-29,2023-03-18,
TXN0000715,Unreconciled,,,2025-01-30,Amount mismatch
TXN0000716,Partially Reconciled,PO0015678,2023-09-30,,
TXN0000717,Unreconciled,,,2024-06-08,Amount mismatch
TXN0000718,Unreconciled,,,,
TXN0000719,Partially Reconciled,,2024-06-23,2024-04-28,
TXN0000720,Unreconciled,,,2025-09-26,
TXN0000721,Reconciled,PO0094138,2023-07-30,2023-04-17,
TXN0000722,Reconciled,PO0034254,2024-07-18,,
TXN0000723,Reconciled,PO0058948,2024-01-03,2025-11-14,
TXN0000724,Reconciled,,2023-08-23,2024-01-01,
TXN0000725,Reconciled,,2023-03-18,2024-12-07,
TXN0000726,Reconciled,PO0002405,2024-02-13,,
TXN0000727,Reconciled,PO0016745,2025-06-22,,
TXN0000728,Reconciled,PO0062688,2025-03-21,,
TXN0000729,Partially Reconciled,PO0079626,2023-02-26,2023-02-14,
TXN0000730,Reconciled,PO0033256,2023-01-05,2025-11-03,
TXN0000731,Reconciled,PO0019174,2025-01-13,2024-11-03,
TXN0000732,Unreconciled,,,,Awaiting vendor documentation
TXN0000733,Partially Reconciled,,2024-12-25,,
TXN0000734,Reconciled,PO0030438,2023-12-24,2025-06-28,
TXN0000735,Pending Reconciliation,,,2025-02-14,Amount mismatch
TXN0000736,Partially Reconciled,PO0095457,2025-11-16,,
TXN0000737,Unreconciled,,,2023-11-18,
TXN0000738,Pending Reconciliation,,,2025-07-14,
TXN0000739,Pending Reconciliation,,,2025-08-24,Pending bank confirmation
TXN0000740,Reconciled,,2024-04-26,2023-08-25,
TXN0000741,Reconciled,PO0074616,2024-11-02,,
TXN0000742,Reconciled,,2024-11-27,2024-04-30,
TXN0000743,Partially Reconciled,,2023-10-21,,
TXN0000744,Reconciled,,2023-10-24,2025-05-11,
TXN0000745,Partially Reconciled,,2023-02-06,2025-06-23,
TXN0000746,Unreconciled,,,2023-10-20,Amount mismatch
TXN0000747,Reconciled,PO0043196,2025-09-05,,
TXN0000748,Unreconciled,,,2025-02-13,
TXN0000749,Partially Reconciled,,2025-09-17,2024-09-27,
TXN0000750,Pending Reconciliation,,,2024-03-15,
TXN0000751,Pending Reconciliation,,,2025-08-11,Missing supporting documents
TXN0000752,Reconciled,PO0086545,2023-03-14,,
TXN0000753,Unreconciled,,,,Amount mismatch
TXN0000754,Reconciled,,2025-07-24,,
TXN0000755,Reconciled,,2025-12-29,,
TXN0000756,Partially Reconciled,,2025-09-19,,
TXN0000757,Reconciled,PO0045027,2023-03-11,2024-08-23,
TXN0000758,Reconciled,PO0097590,2023-07-08,2025-02-12,
TXN0000759,Reconciled,,2023-03-23,2025-07-21,
TXN0000760,Unreconciled,,,2023-09-22,Pending bank confirmation
TXN0000761,Reconciled,PO0061840,2025-08-10,,
TXN0000762,Unreconciled,,,,Amount mismatch
TXN0000763,Reconciled,PO0072260,2024-12-21,2024-01-13,
TXN0000764,Reconciled,,2023-09-06,,
TXN0000765,Reconciled,PO0084898,2023-12-07,2023-09-02,
TXN0000766,Reconciled,,2025-07-27,2025-01-25,
TXN0000767,Partially Reconciled,PO0083118,2024-11-23,2024-06-20,
TXN0000768,Reconciled,,2025-09-07,2025-03-09,
TXN0000769,Reconciled,PO0006784,2024-03-17,,
TXN0000770,Partially Reconciled,,2024-08-14,,
TXN0000771,Reconciled,,2025-07-22,2025-05-06,
TXN0000772,Partially Reconciled,PO0030415,2024-09-12,2025-09-27,
TXN0000773,Partially Reconciled,PO0029021,2025-08-04,2024-08-30,
TXN0000774,Partially Reconciled,PO0090047,2025-02-12,,
TXN0000775,Partially Reconciled,,2024-04-06,,
TXN0000776,Partially Reconciled,PO0030243,2023-03-22,,
TXN0000777,Reconciled,PO0058767,2025-09-14,,
TXN0000778,Unreconciled,,,2023-12-22,
TXN0000779,Unreconciled,,,,
TXN0000780,Reconciled,PO0069031,2024-05-10,2023-10-18,
TXN0000781,Reconciled,,2024-10-24,2024-10-31,
TXN0000782,Unreconciled,,,,
TXN0000783,Partially Reconciled,,2023-06-16,,
TXN0000784,Partially Reconciled,PO0081170,2025-01-03,2024-06-06,
TXN0000785,Reconciled,,2023-09-03,2023-02-14,
TXN0000786,Pending Reconciliation,,,,Amount mismatch
TXN0000787,Reconciled,,2023-04-09,2024-03-30,
TXN0000788,Reconciled,,2025-09-28,,
TXN0000789,Partially Reconciled,PO0089105,2023-06-20,2024-11-02,
TXN0000790,Partially Reconciled,PO0034183,2023-05-28,2025-05-16,
TXN0000791,Reconciled,PO0029601,2023-12-04,2023-10-23,
TXN0000792,Reconciled,,2024-08-07,2023-03-07,
TXN0000793,Partially Reconciled,,2023-08-31,2024-01-25,
TXN0000794,Unreconciled,,,2025-06-19,Pending bank confirmation
TXN0000795,Pending Reconciliation,,,2024-03-09,Pending bank confirmation
TXN0000796,Partially Reconciled,,2025-08-26,2025-02-16,
TXN0000797,Reconciled,PO0045128,2024-07-31,2023-06-28,
TXN0000798,Partially Reconciled,PO0007993,2025-04-01,,
TXN0000799,Reconciled,PO0067895,2024-12-06,2024-10-01,
TXN0000800,Reconciled,,2023-03-31,2025-02-02,
TXN0000801,Unreconciled,,,2023-01-14,Missing supporting documents
TXN0000802,Pending Reconciliation,,,2024-06-18,
TXN0000803,Reconciled,PO0033570,2023-12-04,2024-01-03,
TXN0000804,Unreconciled,,,,Amount mismatch
TXN0000805,Pending Reconciliation,,,2023-10-19,Pending bank confirmation
TXN0000806,Unreconciled,,,,
TXN0000807,Reconciled,PO0004859,2023-12-10,2023-03-17,
TXN0000808,Partially Reconciled,PO0066982,2024-04-20,2023-11-30,
TXN0000809,Partially Reconciled,,2023-10-05,,
TXN0000810,Reconciled,,2025-01-07,2023-11-19,
TXN0000811,Reconciled,,2023-12-17,,
TXN0000812,Reconciled,,2023-04-06,2024-11-30,
TXN0000813,Reconciled,PO0098538,2024-06-12,,
TXN0000814,Pending Reconciliation,,,2025-12-01,
TXN0000815,Reconciled,,2023-05-23,2024-03-31,
TXN0000816,Reconciled,PO0084192,2024-03-19,2024-11-02,
TXN0000817,Partially Reconciled,,2023-11-05,2023-07-11,
TXN0000818,Unreconciled,,,,
TXN0000819,Reconciled,PO0010780,2024-12-14,2023-09-25,
TXN0000820,Partially Reconciled,PO0050146,2023-08-01,2023-03-27,
TXN0000821,Reconciled,,2023-09-01,,
TXN0000822,Reconciled,PO0033339,2025-06-28,2024-10-20,
TXN0000823,Unreconciled,,,2023-01-29,Awaiting vendor documentation
TXN0000824,Reconciled,PO0044140,2024-10-31,2025-06-22,
TXN0000825,Reconciled,,2025-12-23,2025-02-27,
TXN0000826,Reconciled,PO0059943,2024-10-19,,
TXN0000827,Reconciled,,2023-08-25,2024-09-10,
TXN0000828,Reconciled,,2025-10-15,2024-03-06,
TXN0000829,Partially Reconciled,PO0016838,2024-01-03,2024-10-19,
TXN0000830,Unreconciled,,,,Missing supporting documents
TXN0000831,Reconciled,PO0090061,2025-10-26,,
TXN0000832,Reconciled,,2023-06-14,2025-08-08,
TXN0000833,Partially Reconciled,,2023-07-15,2025-11-25,
TXN0000834,Reconciled,,2024-02-11,2023-08-28,
TXN0000835,Pending Reconciliation,,,,Missing supporting documents
TXN0000836,Pending Reconciliation,,,,Pending bank confirmation
TXN0000837,Reconciled,PO0015266,2023-06-27,,
TXN0000838,Unreconciled,,,2024-10-19,Awaiting vendor documentation
TXN0000839,Unreconciled,,,2024-10-21,Awaiting vendor documentation
TXN0000840,Unreconciled,,,,Missing supporting documents
TXN0000841,Unreconciled,,,2024-02-14,Pending bank confirmation
TXN0000842,Reconciled,PO0062515,2024-12-02,2024-01-02,
TXN0000843,Reconciled,PO0035250,2025-10-11,,
TXN0000844,Partially Reconciled,PO0027841,2024-02-23,2024-05-28,
TXN0000845,Reconciled,,2024-07-23,2025-03-17,
TXN0000846,Unreconciled,,,2023-03-06,Pending bank confirmation
TXN0000847,Unreconciled,,,,
TXN0000848,Partially Reconciled,,2023-04-06,,
TXN0000849,Partially Reconciled,PO0007511,2024-09-08,,
TXN0000850,Reconciled,,2024-04-14,,
TXN0000851,Pending Reconciliation,,,2023-04-01,Amount mismatch
TXN0000852,Reconciled,PO0077744,2025-04-09,,
TXN0000853,Reconciled,,2024-03-09,,
TXN0000854,Reconciled,PO0061246,2024-12-07,2024-06-10,
TXN0000855,Reconciled,PO0065721,2024-01-24,2025-08-13,
TXN0000856,Reconciled,PO0097685,2025-04-21,2025-07-27,
TXN0000857,Reconciled,PO0035457,2023-07-10,,
TXN0000858,Partially Reconciled,PO0020044,2024-02-01,,
TXN0000859,Reconciled,PO0032863,2025-10-21,2024-10-17,
TXN0000860,Reconciled,PO0012991,2023-06-01,,
TXN0000861,Reconciled,PO0012809,2023-01-29,,
TXN0000862,Unreconciled,,,2023-03-25,Missing supporting documents
TXN0000863,Reconciled,,2023-12-30,,
